season,week,location,team,opponent,final_score,spread_line,team_coach,opponent_coach,game_id
2012,7,Away,PIT,CIN,24-17,1,Mike Tomlin,Marvin Lewis,2012_07_PIT_CIN
2012,7,Home,CIN,PIT,17-24,-1,Marvin Lewis,Mike Tomlin,2012_07_PIT_CIN
2012,7,Away,DET,CHI,7-13,-6.5,Jim Schwartz,Lovie Smith,2012_07_DET_CHI
2012,7,Home,CHI,DET,13-7,6.5,Lovie Smith,Jim Schwartz,2012_07_DET_CHI
2012,8,Away,TB,MIN,36-17,-5,Greg Schiano,Leslie Frazier,2012_08_TB_MIN
2012,8,Home,MIN,TB,17-36,5,Leslie Frazier,Greg Schiano,2012_08_TB_MIN
2012,8,Away,JAX,GB,15-24,-15,Mike Mularkey,Mike McCarthy,2012_08_JAX_GB
2012,8,Home,GB,JAX,24-15,15,Mike McCarthy,Mike Mularkey,2012_08_JAX_GB
2012,8,Away,MIA,NYJ,30-9,-1,Joe Philbin,Rex Ryan,2012_08_MIA_NYJ
2012,8,Home,NYJ,MIA,9-30,1,Rex Ryan,Joe Philbin,2012_08_MIA_NYJ
2012,8,Away,LAC,CLE,6-7,2.5,Norv Turner,Pat Shurmur,2012_08_SD_CLE
2012,8,Home,CLE,LAC,7-6,-2.5,Pat Shurmur,Norv Turner,2012_08_SD_CLE
2012,8,Away,IND,TEN,19-13,-3.5,Chuck Pagano,Mike Munchak,2012_08_IND_TEN
2012,8,Home,TEN,IND,13-19,3.5,Mike Munchak,Chuck Pagano,2012_08_IND_TEN
2012,8,Neutral,NE,LA,45-7,7.5,Bill Belichick,Jeff Fisher,2012_08_NE_STL
2012,8,Neutral,LA,NE,7-45,-7.5,Jeff Fisher,Bill Belichick,2012_08_NE_STL
2012,8,Away,ATL,PHI,30-17,-1.5,Mike Smith,Andy Reid,2012_08_ATL_PHI
2012,8,Home,PHI,ATL,17-30,1.5,Andy Reid,Mike Smith,2012_08_ATL_PHI
2012,8,Away,CAR,CHI,22-23,-7,Ron Rivera,Lovie Smith,2012_08_CAR_CHI
2012,8,Home,CHI,CAR,23-22,7,Lovie Smith,Ron Rivera,2012_08_CAR_CHI
2012,8,Away,SEA,DET,24-28,-3,Pete Carroll,Jim Schwartz,2012_08_SEA_DET
2012,8,Home,DET,SEA,28-24,3,Jim Schwartz,Pete Carroll,2012_08_SEA_DET
2012,8,Away,WAS,PIT,12-27,-4.5,Mike Shanahan,Mike Tomlin,2012_08_WAS_PIT
2012,8,Home,PIT,WAS,27-12,4.5,Mike Tomlin,Mike Shanahan,2012_08_WAS_PIT
2012,8,Away,LV,KC,26-16,-1,Dennis Allen,Romeo Crennel,2012_08_OAK_KC
2012,8,Home,KC,LV,16-26,1,Romeo Crennel,Dennis Allen,2012_08_OAK_KC
2012,8,Away,NYG,DAL,29-24,1.5,Tom Coughlin,Jason Garrett,2012_08_NYG_DAL
2012,8,Home,DAL,NYG,24-29,-1.5,Jason Garrett,Tom Coughlin,2012_08_NYG_DAL
2012,8,Away,NO,DEN,14-34,-6,Joe Vitt,John Fox,2012_08_NO_DEN
2012,8,Home,DEN,NO,34-14,6,John Fox,Joe Vitt,2012_08_NO_DEN
2012,8,Away,SF,ARI,24-3,7,Jim Harbaugh,Ken Whisenhunt,2012_08_SF_ARI
2012,8,Home,ARI,SF,3-24,-7,Ken Whisenhunt,Jim Harbaugh,2012_08_SF_ARI
2012,9,Away,KC,LAC,13-31,-7.5,Romeo Crennel,Norv Turner,2012_09_KC_SD
2012,9,Home,LAC,KC,31-13,7.5,Norv Turner,Romeo Crennel,2012_09_KC_SD
2012,9,Away,CAR,WAS,21-13,-3,Ron Rivera,Mike Shanahan,2012_09_CAR_WAS
2012,9,Home,WAS,CAR,13-21,3,Mike Shanahan,Ron Rivera,2012_09_CAR_WAS
2012,9,Away,ARI,GB,17-31,-10.5,Ken Whisenhunt,Mike McCarthy,2012_09_ARI_GB
2012,9,Home,GB,ARI,31-17,10.5,Mike McCarthy,Ken Whisenhunt,2012_09_ARI_GB
2012,9,Away,DET,JAX,31-14,6,Jim Schwartz,Mike Mularkey,2012_09_DET_JAX
2012,9,Home,JAX,DET,14-31,-6,Mike Mularkey,Jim Schwartz,2012_09_DET_JAX
2012,9,Away,CHI,TEN,51-20,4.5,Lovie Smith,Mike Munchak,2012_09_CHI_TEN
2012,9,Home,TEN,CHI,20-51,-4.5,Mike Munchak,Lovie Smith,2012_09_CHI_TEN
2012,9,Away,DEN,CIN,31-23,5,John Fox,Marvin Lewis,2012_09_DEN_CIN
2012,9,Home,CIN,DEN,23-31,-5,Marvin Lewis,John Fox,2012_09_DEN_CIN
2012,9,Away,BAL,CLE,25-15,3.5,John Harbaugh,Pat Shurmur,2012_09_BAL_CLE
2012,9,Home,CLE,BAL,15-25,-3.5,Pat Shurmur,John Harbaugh,2012_09_BAL_CLE
2012,9,Away,BUF,HOU,9-21,-11,Chan Gailey,Gary Kubiak,2012_09_BUF_HOU
2012,9,Home,HOU,BUF,21-9,11,Gary Kubiak,Chan Gailey,2012_09_BUF_HOU
2012,9,Away,MIA,IND,20-23,2.5,Joe Philbin,Chuck Pagano,2012_09_MIA_IND
2012,9,Home,IND,MIA,23-20,-2.5,Chuck Pagano,Joe Philbin,2012_09_MIA_IND
2012,9,Away,MIN,SEA,20-30,-4.5,Leslie Frazier,Pete Carroll,2012_09_MIN_SEA
2012,9,Home,SEA,MIN,30-20,4.5,Pete Carroll,Leslie Frazier,2012_09_MIN_SEA
2012,9,Away,TB,LV,42-32,-1,Greg Schiano,Dennis Allen,2012_09_TB_OAK
2012,9,Home,LV,TB,32-42,1,Dennis Allen,Greg Schiano,2012_09_TB_OAK
2012,9,Away,PIT,NYG,24-20,-3.5,Mike Tomlin,Tom Coughlin,2012_09_PIT_NYG
2012,9,Home,NYG,PIT,20-24,3.5,Tom Coughlin,Mike Tomlin,2012_09_PIT_NYG
2012,9,Away,DAL,ATL,13-19,-4,Jason Garrett,Mike Smith,2012_09_DAL_ATL
2012,9,Home,ATL,DAL,19-13,4,Mike Smith,Jason Garrett,2012_09_DAL_ATL
2012,9,Away,PHI,NO,13-28,-2.5,Andy Reid,Joe Vitt,2012_09_PHI_NO
2012,9,Home,NO,PHI,28-13,2.5,Joe Vitt,Andy Reid,2012_09_PHI_NO
2012,10,Away,IND,JAX,27-10,3,Chuck Pagano,Mike Mularkey,2012_10_IND_JAX
2012,10,Home,JAX,IND,10-27,-3,Mike Mularkey,Chuck Pagano,2012_10_IND_JAX
2012,10,Away,DEN,CAR,36-14,3.5,John Fox,Ron Rivera,2012_10_DEN_CAR
2012,10,Home,CAR,DEN,14-36,-3.5,Ron Rivera,John Fox,2012_10_DEN_CAR
2012,10,Away,LAC,TB,24-34,-3,Norv Turner,Greg Schiano,2012_10_SD_TB
2012,10,Home,TB,LAC,34-24,3,Greg Schiano,Norv Turner,2012_10_SD_TB
2012,10,Away,TEN,MIA,37-3,-6.5,Mike Munchak,Joe Philbin,2012_10_TEN_MIA
2012,10,Home,MIA,TEN,3-37,6.5,Joe Philbin,Mike Munchak,2012_10_TEN_MIA
2012,10,Away,BUF,NE,31-37,-13.5,Chan Gailey,Bill Belichick,2012_10_BUF_NE
2012,10,Home,NE,BUF,37-31,13.5,Bill Belichick,Chan Gailey,2012_10_BUF_NE
2012,10,Away,LV,BAL,20-55,-9.5,Dennis Allen,John Harbaugh,2012_10_OAK_BAL
2012,10,Home,BAL,LV,55-20,9.5,John Harbaugh,Dennis Allen,2012_10_OAK_BAL
2012,10,Away,NYG,CIN,13-31,3.5,Tom Coughlin,Marvin Lewis,2012_10_NYG_CIN
2012,10,Home,CIN,NYG,31-13,-3.5,Marvin Lewis,Tom Coughlin,2012_10_NYG_CIN
2012,10,Away,ATL,NO,27-31,1,Mike Smith,Joe Vitt,2012_10_ATL_NO
2012,10,Home,NO,ATL,31-27,-1,Joe Vitt,Mike Smith,2012_10_ATL_NO
2012,10,Away,DET,MIN,24-34,3,Jim Schwartz,Leslie Frazier,2012_10_DET_MIN
2012,10,Home,MIN,DET,34-24,-3,Leslie Frazier,Jim Schwartz,2012_10_DET_MIN
2012,10,Away,NYJ,SEA,7-28,-5,Rex Ryan,Pete Carroll,2012_10_NYJ_SEA
2012,10,Home,SEA,NYJ,28-7,5,Pete Carroll,Rex Ryan,2012_10_NYJ_SEA
2012,10,Away,DAL,PHI,38-23,1,Jason Garrett,Andy Reid,2012_10_DAL_PHI
2012,10,Home,PHI,DAL,23-38,-1,Andy Reid,Jason Garrett,2012_10_DAL_PHI
2012,10,Away,LA,SF,24-24,-13.5,Jeff Fisher,Jim Harbaugh,2012_10_STL_SF
2012,10,Home,SF,LA,24-24,13.5,Jim Harbaugh,Jeff Fisher,2012_10_STL_SF
2012,10,Away,HOU,CHI,13-6,-1,Gary Kubiak,Lovie Smith,2012_10_HOU_CHI
2012,10,Home,CHI,HOU,6-13,1,Lovie Smith,Gary Kubiak,2012_10_HOU_CHI
2012,10,Away,KC,PIT,13-16,-12.5,Romeo Crennel,Mike Tomlin,2012_10_KC_PIT
2012,10,Home,PIT,KC,16-13,12.5,Mike Tomlin,Romeo Crennel,2012_10_KC_PIT
2012,11,Away,MIA,BUF,14-19,-1,Joe Philbin,Chan Gailey,2012_11_MIA_BUF
2012,11,Home,BUF,MIA,19-14,1,Chan Gailey,Joe Philbin,2012_11_MIA_BUF
2012,11,Away,PHI,WAS,6-31,-3.5,Andy Reid,Mike Shanahan,2012_11_PHI_WAS
2012,11,Home,WAS,PHI,31-6,3.5,Mike Shanahan,Andy Reid,2012_11_PHI_WAS
2012,11,Away,GB,DET,24-20,3,Mike McCarthy,Jim Schwartz,2012_11_GB_DET
2012,11,Home,DET,GB,20-24,-3,Jim Schwartz,Mike McCarthy,2012_11_GB_DET
2012,11,Away,ARI,ATL,19-23,-9.5,Ken Whisenhunt,Mike Smith,2012_11_ARI_ATL
2012,11,Home,ATL,ARI,23-19,9.5,Mike Smith,Ken Whisenhunt,2012_11_ARI_ATL
2012,11,Away,TB,CAR,27-21,1,Greg Schiano,Ron Rivera,2012_11_TB_CAR
2012,11,Home,CAR,TB,21-27,-1,Ron Rivera,Greg Schiano,2012_11_TB_CAR
2012,11,Away,CLE,DAL,20-23,-7,Pat Shurmur,Jason Garrett,2012_11_CLE_DAL
2012,11,Home,DAL,CLE,23-20,7,Jason Garrett,Pat Shurmur,2012_11_CLE_DAL
2012,11,Away,NYJ,LA,27-13,-3.5,Rex Ryan,Jeff Fisher,2012_11_NYJ_STL
2012,11,Home,LA,NYJ,13-27,3.5,Jeff Fisher,Rex Ryan,2012_11_NYJ_STL
2012,11,Away,JAX,HOU,37-43,-15,Mike Mularkey,Gary Kubiak,2012_11_JAX_HOU
2012,11,Home,HOU,JAX,43-37,15,Gary Kubiak,Mike Mularkey,2012_11_JAX_HOU
2012,11,Away,CIN,KC,28-6,3,Marvin Lewis,Romeo Crennel,2012_11_CIN_KC
2012,11,Home,KC,CIN,6-28,-3,Romeo Crennel,Marvin Lewis,2012_11_CIN_KC
2012,11,Away,NO,LV,38-17,6,Joe Vitt,Dennis Allen,2012_11_NO_OAK
2012,11,Home,LV,NO,17-38,-6,Dennis Allen,Joe Vitt,2012_11_NO_OAK
2012,11,Away,IND,NE,24-59,-10,Chuck Pagano,Bill Belichick,2012_11_IND_NE
2012,11,Home,NE,IND,59-24,10,Bill Belichick,Chuck Pagano,2012_11_IND_NE
2012,11,Away,LAC,DEN,23-30,-7.5,Norv Turner,John Fox,2012_11_SD_DEN
2012,11,Home,DEN,LAC,30-23,7.5,John Fox,Norv Turner,2012_11_SD_DEN
2012,11,Away,BAL,PIT,13-10,3,John Harbaugh,Mike Tomlin,2012_11_BAL_PIT
2012,11,Home,PIT,BAL,10-13,-3,Mike Tomlin,John Harbaugh,2012_11_BAL_PIT
2012,11,Away,CHI,SF,7-32,-3.5,Lovie Smith,Jim Harbaugh,2012_11_CHI_SF
2012,11,Home,SF,CHI,32-7,3.5,Jim Harbaugh,Lovie Smith,2012_11_CHI_SF
2012,12,Away,HOU,DET,34-31,3.5,Gary Kubiak,Jim Schwartz,2012_12_HOU_DET
2012,12,Home,DET,HOU,31-34,-3.5,Jim Schwartz,Gary Kubiak,2012_12_HOU_DET
2012,12,Away,WAS,DAL,38-31,-3.5,Mike Shanahan,Jason Garrett,2012_12_WAS_DAL
2012,12,Home,DAL,WAS,31-38,3.5,Jason Garrett,Mike Shanahan,2012_12_WAS_DAL
2012,12,Away,NE,NYJ,49-19,7,Bill Belichick,Rex Ryan,2012_12_NE_NYJ
2012,12,Home,NYJ,NE,19-49,-7,Rex Ryan,Bill Belichick,2012_12_NE_NYJ
2012,12,Away,LV,CIN,10-34,-9.5,Dennis Allen,Marvin Lewis,2012_12_OAK_CIN
2012,12,Home,CIN,LV,34-10,9.5,Marvin Lewis,Dennis Allen,2012_12_OAK_CIN
2012,12,Away,PIT,CLE,14-20,1,Mike Tomlin,Pat Shurmur,2012_12_PIT_CLE
2012,12,Home,CLE,PIT,20-14,-1,Pat Shurmur,Mike Tomlin,2012_12_PIT_CLE
2012,12,Away,BUF,IND,13-20,-2,Chan Gailey,Chuck Pagano,2012_12_BUF_IND
2012,12,Home,IND,BUF,20-13,2,Chuck Pagano,Chan Gailey,2012_12_BUF_IND
2012,12,Away,TEN,JAX,19-24,3.5,Mike Munchak,Mike Mularkey,2012_12_TEN_JAX
2012,12,Home,JAX,TEN,24-19,-3.5,Mike Mularkey,Mike Munchak,2012_12_TEN_JAX
2012,12,Away,DEN,KC,17-9,10,John Fox,Romeo Crennel,2012_12_DEN_KC
2012,12,Home,KC,DEN,9-17,-10,Romeo Crennel,John Fox,2012_12_DEN_KC
2012,12,Away,MIN,CHI,10-28,-6.5,Leslie Frazier,Lovie Smith,2012_12_MIN_CHI
2012,12,Home,CHI,MIN,28-10,6.5,Lovie Smith,Leslie Frazier,2012_12_MIN_CHI
2012,12,Away,ATL,TB,24-23,1,Mike Smith,Greg Schiano,2012_12_ATL_TB
2012,12,Home,TB,ATL,23-24,-1,Greg Schiano,Mike Smith,2012_12_ATL_TB
2012,12,Away,SEA,MIA,21-24,3,Pete Carroll,Joe Philbin,2012_12_SEA_MIA
2012,12,Home,MIA,SEA,24-21,-3,Joe Philbin,Pete Carroll,2012_12_SEA_MIA
2012,12,Away,BAL,LAC,16-13,1,John Harbaugh,Norv Turner,2012_12_BAL_SD
2012,12,Home,LAC,BAL,13-16,-1,Norv Turner,John Harbaugh,2012_12_BAL_SD
2012,12,Away,SF,NO,31-21,1,Jim Harbaugh,Joe Vitt,2012_12_SF_NO
2012,12,Home,NO,SF,21-31,-1,Joe Vitt,Jim Harbaugh,2012_12_SF_NO
2012,12,Away,LA,ARI,31-17,-1,Jeff Fisher,Ken Whisenhunt,2012_12_STL_ARI
2012,12,Home,ARI,LA,17-31,1,Ken Whisenhunt,Jeff Fisher,2012_12_STL_ARI
2012,12,Away,GB,NYG,10-38,-1,Mike McCarthy,Tom Coughlin,2012_12_GB_NYG
2012,12,Home,NYG,GB,38-10,1,Tom Coughlin,Mike McCarthy,2012_12_GB_NYG
2012,12,Away,CAR,PHI,30-22,3,Ron Rivera,Andy Reid,2012_12_CAR_PHI
2012,12,Home,PHI,CAR,22-30,-3,Andy Reid,Ron Rivera,2012_12_CAR_PHI
2012,13,Away,NO,ATL,13-23,-3.5,Joe Vitt,Mike Smith,2012_13_NO_ATL
2012,13,Home,ATL,NO,23-13,3.5,Mike Smith,Joe Vitt,2012_13_NO_ATL
2012,13,Away,SEA,CHI,23-17,-3,Pete Carroll,Lovie Smith,2012_13_SEA_CHI
2012,13,Home,CHI,SEA,17-23,3,Lovie Smith,Pete Carroll,2012_13_SEA_CHI
2012,13,Away,MIN,GB,14-23,-7,Leslie Frazier,Mike McCarthy,2012_13_MIN_GB
2012,13,Home,GB,MIN,23-14,7,Mike McCarthy,Leslie Frazier,2012_13_MIN_GB
2012,13,Away,SF,LA,13-16,7,Jim Harbaugh,Jeff Fisher,2012_13_SF_STL
2012,13,Home,LA,SF,16-13,-7,Jeff Fisher,Jim Harbaugh,2012_13_SF_STL
2012,13,Away,ARI,NYJ,6-7,-6,Ken Whisenhunt,Rex Ryan,2012_13_ARI_NYJ
2012,13,Home,NYJ,ARI,7-6,6,Rex Ryan,Ken Whisenhunt,2012_13_ARI_NYJ
2012,13,Away,CAR,KC,21-27,5,Ron Rivera,Romeo Crennel,2012_13_CAR_KC
2012,13,Home,KC,CAR,27-21,-5,Romeo Crennel,Ron Rivera,2012_13_CAR_KC
2012,13,Away,IND,DET,35-33,-7,Chuck Pagano,Jim Schwartz,2012_13_IND_DET
2012,13,Home,DET,IND,33-35,7,Jim Schwartz,Chuck Pagano,2012_13_IND_DET
2012,13,Away,JAX,BUF,18-34,-6,Mike Mularkey,Chan Gailey,2012_13_JAX_BUF
2012,13,Home,BUF,JAX,34-18,6,Chan Gailey,Mike Mularkey,2012_13_JAX_BUF
2012,13,Away,NE,MIA,23-16,7,Bill Belichick,Joe Philbin,2012_13_NE_MIA
2012,13,Home,MIA,NE,16-23,-7,Joe Philbin,Bill Belichick,2012_13_NE_MIA
2012,13,Away,HOU,TEN,24-10,7,Gary Kubiak,Mike Munchak,2012_13_HOU_TEN
2012,13,Home,TEN,HOU,10-24,-7,Mike Munchak,Gary Kubiak,2012_13_HOU_TEN
2012,13,Away,TB,DEN,23-31,-9.5,Greg Schiano,John Fox,2012_13_TB_DEN
2012,13,Home,DEN,TB,31-23,9.5,John Fox,Greg Schiano,2012_13_TB_DEN
2012,13,Away,PIT,BAL,23-20,-7,Mike Tomlin,John Harbaugh,2012_13_PIT_BAL
2012,13,Home,BAL,PIT,20-23,7,John Harbaugh,Mike Tomlin,2012_13_PIT_BAL
2012,13,Away,CLE,LV,20-17,2.5,Pat Shurmur,Dennis Allen,2012_13_CLE_OAK
2012,13,Home,LV,CLE,17-20,-2.5,Dennis Allen,Pat Shurmur,2012_13_CLE_OAK
2012,13,Away,CIN,LAC,20-13,-1,Marvin Lewis,Norv Turner,2012_13_CIN_SD
2012,13,Home,LAC,CIN,13-20,1,Norv Turner,Marvin Lewis,2012_13_CIN_SD
2012,13,Away,PHI,DAL,33-38,-10.5,Andy Reid,Jason Garrett,2012_13_PHI_DAL
2012,13,Home,DAL,PHI,38-33,10.5,Jason Garrett,Andy Reid,2012_13_PHI_DAL
2012,13,Away,NYG,WAS,16-17,2.5,Tom Coughlin,Mike Shanahan,2012_13_NYG_WAS
2012,13,Home,WAS,NYG,17-16,-2.5,Mike Shanahan,Tom Coughlin,2012_13_NYG_WAS
2012,14,Away,DEN,LV,26-13,10,John Fox,Dennis Allen,2012_14_DEN_OAK
2012,14,Home,LV,DEN,13-26,-10,Dennis Allen,John Fox,2012_14_DEN_OAK
2012,14,Away,BAL,WAS,28-31,-1,John Harbaugh,Mike Shanahan,2012_14_BAL_WAS
2012,14,Home,WAS,BAL,31-28,1,Mike Shanahan,John Harbaugh,2012_14_BAL_WAS
2012,14,Away,KC,CLE,7-30,-7,Romeo Crennel,Pat Shurmur,2012_14_KC_CLE
2012,14,Home,CLE,KC,30-7,7,Pat Shurmur,Romeo Crennel,2012_14_KC_CLE
2012,14,Away,LAC,PIT,34-24,-7,Norv Turner,Mike Tomlin,2012_14_SD_PIT
2012,14,Home,PIT,LAC,24-34,7,Mike Tomlin,Norv Turner,2012_14_SD_PIT
2012,14,Away,TEN,IND,23-27,-3.5,Mike Munchak,Chuck Pagano,2012_14_TEN_IND
2012,14,Home,IND,TEN,27-23,3.5,Chuck Pagano,Mike Munchak,2012_14_TEN_IND
2012,14,Away,NYJ,JAX,17-10,3,Rex Ryan,Mike Mularkey,2012_14_NYJ_JAX
2012,14,Home,JAX,NYJ,10-17,-3,Mike Mularkey,Rex Ryan,2012_14_NYJ_JAX
2012,14,Away,CHI,MIN,14-21,1,Lovie Smith,Leslie Frazier,2012_14_CHI_MIN
2012,14,Home,MIN,CHI,21-14,-1,Leslie Frazier,Lovie Smith,2012_14_CHI_MIN
2012,14,Away,ATL,CAR,20-30,3,Mike Smith,Ron Rivera,2012_14_ATL_CAR
2012,14,Home,CAR,ATL,30-20,-3,Ron Rivera,Mike Smith,2012_14_ATL_CAR
2012,14,Away,PHI,TB,23-21,-8,Andy Reid,Greg Schiano,2012_14_PHI_TB
2012,14,Home,TB,PHI,21-23,8,Greg Schiano,Andy Reid,2012_14_PHI_TB
2012,14,Away,LA,BUF,15-12,-3.5,Jeff Fisher,Chan Gailey,2012_14_STL_BUF
2012,14,Home,BUF,LA,12-15,3.5,Chan Gailey,Jeff Fisher,2012_14_STL_BUF
2012,14,Away,DAL,CIN,20-19,-3.5,Jason Garrett,Marvin Lewis,2012_14_DAL_CIN
2012,14,Home,CIN,DAL,19-20,3.5,Marvin Lewis,Jason Garrett,2012_14_DAL_CIN
2012,14,Away,MIA,SF,13-27,-10.5,Joe Philbin,Jim Harbaugh,2012_14_MIA_SF
2012,14,Home,SF,MIA,27-13,10.5,Jim Harbaugh,Joe Philbin,2012_14_MIA_SF
2012,14,Away,NO,NYG,27-52,-4,Joe Vitt,Tom Coughlin,2012_14_NO_NYG
2012,14,Home,NYG,NO,52-27,4,Tom Coughlin,Joe Vitt,2012_14_NO_NYG
2012,14,Away,ARI,SEA,0-58,-10.5,Ken Whisenhunt,Pete Carroll,2012_14_ARI_SEA
2012,14,Home,SEA,ARI,58-0,10.5,Pete Carroll,Ken Whisenhunt,2012_14_ARI_SEA
2012,14,Away,DET,GB,20-27,-6,Jim Schwartz,Mike McCarthy,2012_14_DET_GB
2012,14,Home,GB,DET,27-20,6,Mike McCarthy,Jim Schwartz,2012_14_DET_GB
2012,14,Away,HOU,NE,14-42,-5.5,Gary Kubiak,Bill Belichick,2012_14_HOU_NE
2012,14,Home,NE,HOU,42-14,5.5,Bill Belichick,Gary Kubiak,2012_14_HOU_NE
2012,15,Away,CIN,PHI,34-13,4.5,Marvin Lewis,Andy Reid,2012_15_CIN_PHI
2012,15,Home,PHI,CIN,13-34,-4.5,Andy Reid,Marvin Lewis,2012_15_CIN_PHI
2012,15,Away,GB,CHI,21-13,3,Mike McCarthy,Lovie Smith,2012_15_GB_CHI
2012,15,Home,CHI,GB,13-21,-3,Lovie Smith,Mike McCarthy,2012_15_GB_CHI
2012,15,Away,NYG,ATL,0-34,-1,Tom Coughlin,Mike Smith,2012_15_NYG_ATL
2012,15,Home,ATL,NYG,34-0,1,Mike Smith,Tom Coughlin,2012_15_NYG_ATL
2012,15,Away,TB,NO,0-41,-3.5,Greg Schiano,Joe Vitt,2012_15_TB_NO
2012,15,Home,NO,TB,41-0,3.5,Joe Vitt,Greg Schiano,2012_15_TB_NO
2012,15,Away,MIN,LA,36-22,-1,Leslie Frazier,Jeff Fisher,2012_15_MIN_STL
2012,15,Home,LA,MIN,22-36,1,Jeff Fisher,Leslie Frazier,2012_15_MIN_STL
2012,15,Away,WAS,CLE,38-21,-4,Mike Shanahan,Pat Shurmur,2012_15_WAS_CLE
2012,15,Home,CLE,WAS,21-38,4,Pat Shurmur,Mike Shanahan,2012_15_WAS_CLE
2012,15,Away,JAX,MIA,3-24,-7.5,Mike Mularkey,Joe Philbin,2012_15_JAX_MIA
2012,15,Home,MIA,JAX,24-3,7.5,Joe Philbin,Mike Mularkey,2012_15_JAX_MIA
2012,15,Away,DEN,BAL,34-17,3,John Fox,John Harbaugh,2012_15_DEN_BAL
2012,15,Home,BAL,DEN,17-34,-3,John Harbaugh,John Fox,2012_15_DEN_BAL
2012,15,Away,IND,HOU,17-29,-10.5,Chuck Pagano,Gary Kubiak,2012_15_IND_HOU
2012,15,Home,HOU,IND,29-17,10.5,Gary Kubiak,Chuck Pagano,2012_15_IND_HOU
2012,15,Away,DET,ARI,10-38,5.5,Jim Schwartz,Ken Whisenhunt,2012_15_DET_ARI
2012,15,Home,ARI,DET,38-10,-5.5,Ken Whisenhunt,Jim Schwartz,2012_15_DET_ARI
2012,15,Away,CAR,LAC,31-7,-3,Ron Rivera,Norv Turner,2012_15_CAR_SD
2012,15,Home,LAC,CAR,7-31,3,Norv Turner,Ron Rivera,2012_15_CAR_SD
2012,15,Away,SEA,BUF,50-17,4.5,Pete Carroll,Chan Gailey,2012_15_SEA_BUF
2012,15,Home,BUF,SEA,17-50,-4.5,Chan Gailey,Pete Carroll,2012_15_SEA_BUF
2012,15,Away,PIT,DAL,24-27,1,Mike Tomlin,Jason Garrett,2012_15_PIT_DAL
2012,15,Home,DAL,PIT,27-24,-1,Jason Garrett,Mike Tomlin,2012_15_PIT_DAL
2012,15,Away,KC,LV,0-15,-4.5,Romeo Crennel,Dennis Allen,2012_15_KC_OAK
2012,15,Home,LV,KC,15-0,4.5,Dennis Allen,Romeo Crennel,2012_15_KC_OAK
2012,15,Away,SF,NE,41-34,-4,Jim Harbaugh,Bill Belichick,2012_15_SF_NE
2012,15,Home,NE,SF,34-41,4,Bill Belichick,Jim Harbaugh,2012_15_SF_NE
2012,15,Away,NYJ,TEN,10-14,-1,Rex Ryan,Mike Munchak,2012_15_NYJ_TEN
2012,15,Home,TEN,NYJ,14-10,1,Mike Munchak,Rex Ryan,2012_15_NYJ_TEN
2012,16,Away,ATL,DET,31-18,3.5,Mike Smith,Jim Schwartz,2012_16_ATL_DET
2012,16,Home,DET,ATL,18-31,-3.5,Jim Schwartz,Mike Smith,2012_16_ATL_DET
2012,16,Away,TEN,GB,7-55,-10.5,Mike Munchak,Mike McCarthy,2012_16_TEN_GB
2012,16,Home,GB,TEN,55-7,10.5,Mike McCarthy,Mike Munchak,2012_16_TEN_GB
2012,16,Away,LV,CAR,6-17,-9.5,Dennis Allen,Ron Rivera,2012_16_OAK_CAR
2012,16,Home,CAR,LV,17-6,9.5,Ron Rivera,Dennis Allen,2012_16_OAK_CAR
2012,16,Away,BUF,MIA,10-24,-5,Chan Gailey,Joe Philbin,2012_16_BUF_MIA
2012,16,Home,MIA,BUF,24-10,5,Joe Philbin,Chan Gailey,2012_16_BUF_MIA
2012,16,Away,CIN,PIT,13-10,-3.5,Marvin Lewis,Mike Tomlin,2012_16_CIN_PIT
2012,16,Home,PIT,CIN,10-13,3.5,Mike Tomlin,Marvin Lewis,2012_16_CIN_PIT
2012,16,Away,NE,JAX,23-16,14,Bill Belichick,Mike Mularkey,2012_16_NE_JAX
2012,16,Home,JAX,NE,16-23,-14,Mike Mularkey,Bill Belichick,2012_16_NE_JAX
2012,16,Away,IND,KC,20-13,4.5,Chuck Pagano,Romeo Crennel,2012_16_IND_KC
2012,16,Home,KC,IND,13-20,-4.5,Romeo Crennel,Chuck Pagano,2012_16_IND_KC
2012,16,Away,NO,DAL,34-31,-1,Joe Vitt,Jason Garrett,2012_16_NO_DAL
2012,16,Home,DAL,NO,31-34,1,Jason Garrett,Joe Vitt,2012_16_NO_DAL
2012,16,Away,WAS,PHI,27-20,3.5,Mike Shanahan,Andy Reid,2012_16_WAS_PHI
2012,16,Home,PHI,WAS,20-27,-3.5,Andy Reid,Mike Shanahan,2012_16_WAS_PHI
2012,16,Away,LA,TB,28-13,-3,Jeff Fisher,Greg Schiano,2012_16_STL_TB
2012,16,Home,TB,LA,13-28,3,Greg Schiano,Jeff Fisher,2012_16_STL_TB
2012,16,Away,MIN,HOU,23-6,-7.5,Leslie Frazier,Gary Kubiak,2012_16_MIN_HOU
2012,16,Home,HOU,MIN,6-23,7.5,Gary Kubiak,Leslie Frazier,2012_16_MIN_HOU
2012,16,Away,LAC,NYJ,27-17,-3,Norv Turner,Rex Ryan,2012_16_SD_NYJ
2012,16,Home,NYJ,LAC,17-27,3,Rex Ryan,Norv Turner,2012_16_SD_NYJ
2012,16,Away,CLE,DEN,12-34,-11,Pat Shurmur,John Fox,2012_16_CLE_DEN
