season,week,location,team,opponent,final_score,spread_line,team_coach,opponent_coach,game_id
2003,12,Home,MIA,WAS,24-23,7,Dave Wannstedt,Steve Spurrier,2003_12_WAS_MIA
2003,12,Away,NYG,TB,13-19,-6,Jim Fassel,Jon Gruden,2003_12_NYG_TB
2003,12,Home,TB,NYG,19-13,6,Jon Gruden,Jim Fassel,2003_12_NYG_TB
2003,13,Away,GB,DET,14-22,6.5,Mike Sherman,Steve Mariucci,2003_13_GB_DET
2003,13,Home,DET,GB,22-14,-6.5,Steve Mariucci,Mike Sherman,2003_13_GB_DET
2003,13,Away,MIA,DAL,40-21,-3,Dave Wannstedt,Bill Parcells,2003_13_MIA_DAL
2003,13,Home,DAL,MIA,21-40,3,Bill Parcells,Dave Wannstedt,2003_13_MIA_DAL
2003,13,Away,ARI,CHI,3-28,-4.5,Dave McGinnis,Dick Jauron,2003_13_ARI_CHI
2003,13,Home,CHI,ARI,28-3,4.5,Dick Jauron,Dave McGinnis,2003_13_ARI_CHI
2003,13,Away,BUF,NYG,24-7,-3,Gregg Williams,Jim Fassel,2003_13_BUF_NYG
2003,13,Home,NYG,BUF,7-24,3,Jim Fassel,Gregg Williams,2003_13_BUF_NYG
2003,13,Away,MIN,LA,17-48,-6,Mike Tice,Mike Martz,2003_13_MIN_STL
2003,13,Home,LA,MIN,48-17,6,Mike Martz,Mike Tice,2003_13_MIN_STL
2003,13,Away,PHI,CAR,25-16,-1.5,Andy Reid,John Fox,2003_13_PHI_CAR
2003,13,Home,CAR,PHI,16-25,1.5,John Fox,Andy Reid,2003_13_PHI_CAR
2003,13,Away,ATL,HOU,13-17,-3,Dan Reeves,Dom Capers,2003_13_ATL_HOU
2003,13,Home,HOU,ATL,17-13,3,Dom Capers,Dan Reeves,2003_13_ATL_HOU
2003,13,Away,CIN,PIT,24-20,-3,Marvin Lewis,Bill Cowher,2003_13_CIN_PIT
2003,13,Home,PIT,CIN,20-24,3,Bill Cowher,Marvin Lewis,2003_13_CIN_PIT
2003,13,Away,NE,IND,38-34,-3.5,Bill Belichick,Tony Dungy,2003_13_NE_IND
2003,13,Home,IND,NE,34-38,3.5,Tony Dungy,Bill Belichick,2003_13_NE_IND
2003,13,Away,SF,BAL,6-44,-3,Dennis Erickson,Brian Billick,2003_13_SF_BAL
2003,13,Home,BAL,SF,44-6,3,Brian Billick,Dennis Erickson,2003_13_SF_BAL
2003,13,Away,NO,WAS,24-20,1,Jim Haslett,Steve Spurrier,2003_13_NO_WAS
2003,13,Home,WAS,NO,20-24,-1,Steve Spurrier,Jim Haslett,2003_13_NO_WAS
2003,13,Away,DEN,LV,22-8,3,Mike Shanahan,Bill Callahan,2003_13_DEN_OAK
2003,13,Home,LV,DEN,8-22,-3,Bill Callahan,Mike Shanahan,2003_13_DEN_OAK
2003,13,Away,CLE,SEA,7-34,-6.5,Butch Davis,Mike Holmgren,2003_13_CLE_SEA
2003,13,Home,SEA,CLE,34-7,6.5,Mike Holmgren,Butch Davis,2003_13_CLE_SEA
2003,13,Away,KC,LAC,28-24,7.5,Dick Vermeil,Marty Schottenheimer,2003_13_KC_SD
2003,13,Home,LAC,KC,24-28,-7.5,Marty Schottenheimer,Dick Vermeil,2003_13_KC_SD
2003,13,Away,TB,JAX,10-17,3,Jon Gruden,Jack Del Rio,2003_13_TB_JAX
2003,13,Home,JAX,TB,17-10,-3,Jack Del Rio,Jon Gruden,2003_13_TB_JAX
2003,13,Away,TEN,NYJ,17-24,3,Jeff Fisher,Herm Edwards,2003_13_TEN_NYJ
2003,13,Home,NYJ,TEN,24-17,-3,Herm Edwards,Jeff Fisher,2003_13_TEN_NYJ
2003,14,Away,CHI,GB,21-34,-7.5,Dick Jauron,Mike Sherman,2003_14_CHI_GB
2003,14,Home,GB,CHI,34-21,7.5,Mike Sherman,Dick Jauron,2003_14_CHI_GB
2003,14,Away,DAL,PHI,10-36,-5.5,Bill Parcells,Andy Reid,2003_14_DAL_PHI
2003,14,Home,PHI,DAL,36-10,5.5,Andy Reid,Bill Parcells,2003_14_DAL_PHI
2003,14,Away,IND,TEN,29-27,-3.5,Tony Dungy,Jeff Fisher,2003_14_IND_TEN
2003,14,Home,TEN,IND,27-29,3.5,Jeff Fisher,Tony Dungy,2003_14_IND_TEN
2003,14,Away,LAC,DET,14-7,-3,Marty Schottenheimer,Steve Mariucci,2003_14_SD_DET
2003,14,Home,DET,LAC,7-14,3,Steve Mariucci,Marty Schottenheimer,2003_14_SD_DET
2003,14,Away,CIN,BAL,13-31,-5,Marvin Lewis,Brian Billick,2003_14_CIN_BAL
2003,14,Home,BAL,CIN,31-13,5,Brian Billick,Marvin Lewis,2003_14_CIN_BAL
2003,14,Away,HOU,JAX,0-27,-9.5,Dom Capers,Jack Del Rio,2003_14_HOU_JAX
2003,14,Home,JAX,HOU,27-0,9.5,Jack Del Rio,Dom Capers,2003_14_HOU_JAX
2003,14,Away,LV,PIT,7-27,-5.5,Bill Callahan,Bill Cowher,2003_14_OAK_PIT
2003,14,Home,PIT,LV,27-7,5.5,Bill Cowher,Bill Callahan,2003_14_OAK_PIT
2003,14,Away,SEA,MIN,7-34,1,Mike Holmgren,Mike Tice,2003_14_SEA_MIN
2003,14,Home,MIN,SEA,34-7,-1,Mike Tice,Mike Holmgren,2003_14_SEA_MIN
2003,14,Away,TB,NO,14-7,-3,Jon Gruden,Jim Haslett,2003_14_TB_NO
2003,14,Home,NO,TB,7-14,3,Jim Haslett,Jon Gruden,2003_14_TB_NO
2003,14,Away,WAS,NYG,20-7,-3,Steve Spurrier,Jim Fassel,2003_14_WAS_NYG
2003,14,Home,NYG,WAS,7-20,3,Jim Fassel,Steve Spurrier,2003_14_WAS_NYG
2003,14,Away,ARI,SF,14-50,-10.5,Dave McGinnis,Dennis Erickson,2003_14_ARI_SF
2003,14,Home,SF,ARI,50-14,10.5,Dennis Erickson,Dave McGinnis,2003_14_ARI_SF
2003,14,Away,KC,DEN,27-45,-3,Dick Vermeil,Mike Shanahan,2003_14_KC_DEN
2003,14,Home,DEN,KC,45-27,3,Mike Shanahan,Dick Vermeil,2003_14_KC_DEN
2003,14,Away,MIA,NE,0-12,-3,Dave Wannstedt,Bill Belichick,2003_14_MIA_NE
2003,14,Home,NE,MIA,12-0,3,Bill Belichick,Dave Wannstedt,2003_14_MIA_NE
2003,14,Away,NYJ,BUF,6-17,-3,Herm Edwards,Gregg Williams,2003_14_NYJ_BUF
2003,14,Home,BUF,NYJ,17-6,3,Gregg Williams,Herm Edwards,2003_14_NYJ_BUF
2003,14,Away,CAR,ATL,14-20,1,John Fox,Dan Reeves,2003_14_CAR_ATL
2003,14,Home,ATL,CAR,20-14,-1,Dan Reeves,John Fox,2003_14_CAR_ATL
2003,14,Away,LA,CLE,26-20,5.5,Mike Martz,Butch Davis,2003_14_STL_CLE
2003,14,Home,CLE,LA,20-26,-5.5,Butch Davis,Mike Martz,2003_14_STL_CLE
2003,15,Away,ATL,IND,7-38,-7.5,Wade Phillips,Tony Dungy,2003_15_ATL_IND
2003,15,Home,IND,ATL,38-7,7.5,Tony Dungy,Wade Phillips,2003_15_ATL_IND
2003,15,Away,HOU,TB,3-16,-11.5,Dom Capers,Jon Gruden,2003_15_HOU_TB
2003,15,Home,TB,HOU,16-3,11.5,Jon Gruden,Dom Capers,2003_15_HOU_TB
2003,15,Away,MIN,CHI,10-13,3,Mike Tice,Dick Jauron,2003_15_MIN_CHI
2003,15,Home,CHI,MIN,13-10,-3,Dick Jauron,Mike Tice,2003_15_MIN_CHI
2003,15,Away,SEA,LA,22-27,-7,Mike Holmgren,Mike Martz,2003_15_SEA_STL
2003,15,Home,LA,SEA,27-22,7,Mike Martz,Mike Holmgren,2003_15_SEA_STL
2003,15,Away,BUF,TEN,26-28,-5,Gregg Williams,Jeff Fisher,2003_15_BUF_TEN
2003,15,Home,TEN,BUF,28-26,5,Jeff Fisher,Gregg Williams,2003_15_BUF_TEN
2003,15,Away,DET,KC,17-45,-14.5,Steve Mariucci,Dick Vermeil,2003_15_DET_KC
2003,15,Home,KC,DET,45-17,14.5,Dick Vermeil,Steve Mariucci,2003_15_DET_KC
2003,15,Away,JAX,NE,13-27,-6,Jack Del Rio,Bill Belichick,2003_15_JAX_NE
2003,15,Home,NE,JAX,27-13,6,Bill Belichick,Jack Del Rio,2003_15_JAX_NE
2003,15,Away,PIT,NYJ,0-6,-3,Bill Cowher,Herm Edwards,2003_15_PIT_NYJ
2003,15,Home,NYJ,PIT,6-0,3,Herm Edwards,Bill Cowher,2003_15_PIT_NYJ
2003,15,Away,SF,CIN,38-41,-3,Dennis Erickson,Marvin Lewis,2003_15_SF_CIN
2003,15,Home,CIN,SF,41-38,3,Marvin Lewis,Dennis Erickson,2003_15_SF_CIN
2003,15,Away,CLE,DEN,20-23,-11.5,Butch Davis,Mike Shanahan,2003_15_CLE_DEN
2003,15,Home,DEN,CLE,23-20,11.5,Mike Shanahan,Butch Davis,2003_15_CLE_DEN
2003,15,Away,BAL,LV,12-20,7,Brian Billick,Bill Callahan,2003_15_BAL_OAK
2003,15,Home,LV,BAL,20-12,-7,Bill Callahan,Brian Billick,2003_15_BAL_OAK
2003,15,Away,DAL,WAS,27-0,3,Bill Parcells,Steve Spurrier,2003_15_DAL_WAS
2003,15,Home,WAS,DAL,0-27,-3,Steve Spurrier,Bill Parcells,2003_15_DAL_WAS
2003,15,Away,CAR,ARI,20-17,7,John Fox,Dave McGinnis,2003_15_CAR_ARI
2003,15,Home,ARI,CAR,17-20,-7,Dave McGinnis,John Fox,2003_15_CAR_ARI
2003,15,Away,GB,LAC,38-21,5,Mike Sherman,Marty Schottenheimer,2003_15_GB_SD
2003,15,Home,LAC,GB,21-38,-5,Marty Schottenheimer,Mike Sherman,2003_15_GB_SD
2003,15,Away,NYG,NO,7-45,-7.5,Jim Fassel,Jim Haslett,2003_15_NYG_NO
2003,15,Home,NO,NYG,45-7,7.5,Jim Haslett,Jim Fassel,2003_15_NYG_NO
2003,15,Away,PHI,MIA,34-27,-3,Andy Reid,Dave Wannstedt,2003_15_PHI_MIA
2003,15,Home,MIA,PHI,27-34,3,Dave Wannstedt,Andy Reid,2003_15_PHI_MIA
2003,16,Away,ATL,TB,30-28,-6.5,Wade Phillips,Jon Gruden,2003_16_ATL_TB
2003,16,Home,TB,ATL,28-30,6.5,Jon Gruden,Wade Phillips,2003_16_ATL_TB
2003,16,Away,KC,MIN,20-45,3,Dick Vermeil,Mike Tice,2003_16_KC_MIN
2003,16,Home,MIN,KC,45-20,-3,Mike Tice,Dick Vermeil,2003_16_KC_MIN
2003,16,Away,NE,NYJ,21-16,3,Bill Belichick,Herm Edwards,2003_16_NE_NYJ
2003,16,Home,NYJ,NE,16-21,-3,Herm Edwards,Bill Belichick,2003_16_NE_NYJ
2003,16,Away,BAL,CLE,35-0,3,Brian Billick,Butch Davis,2003_16_BAL_CLE
2003,16,Home,CLE,BAL,0-35,-3,Butch Davis,Brian Billick,2003_16_BAL_CLE
2003,16,Away,DET,CAR,14-20,-7.5,Steve Mariucci,John Fox,2003_16_DET_CAR
2003,16,Home,CAR,DET,20-14,7.5,John Fox,Steve Mariucci,2003_16_DET_CAR
2003,16,Away,NO,JAX,19-20,-3,Jim Haslett,Jack Del Rio,2003_16_NO_JAX
2003,16,Home,JAX,NO,20-19,3,Jack Del Rio,Jim Haslett,2003_16_NO_JAX
2003,16,Away,TEN,HOU,27-24,5.5,Jeff Fisher,Dom Capers,2003_16_TEN_HOU
2003,16,Home,HOU,TEN,24-27,-5.5,Dom Capers,Jeff Fisher,2003_16_TEN_HOU
2003,16,Away,CIN,LA,10-27,-7,Marvin Lewis,Mike Martz,2003_16_CIN_STL
2003,16,Home,LA,CIN,27-10,7,Mike Martz,Marvin Lewis,2003_16_CIN_STL
2003,16,Away,MIA,BUF,20-3,-3,Dave Wannstedt,Gregg Williams,2003_16_MIA_BUF
2003,16,Home,BUF,MIA,3-20,3,Gregg Williams,Dave Wannstedt,2003_16_MIA_BUF
2003,16,Away,NYG,DAL,3-19,-12.5,Jim Fassel,Bill Parcells,2003_16_NYG_DAL
2003,16,Home,DAL,NYG,19-3,12.5,Bill Parcells,Jim Fassel,2003_16_NYG_DAL
2003,16,Away,WAS,CHI,24-27,-4,Steve Spurrier,Dick Jauron,2003_16_WAS_CHI
2003,16,Home,CHI,WAS,27-24,4,Dick Jauron,Steve Spurrier,2003_16_WAS_CHI
2003,16,Away,LAC,PIT,24-40,-6.5,Marty Schottenheimer,Bill Cowher,2003_16_SD_PIT
2003,16,Home,PIT,LAC,40-24,6.5,Bill Cowher,Marty Schottenheimer,2003_16_SD_PIT
2003,16,Away,SF,PHI,31-28,-7,Dennis Erickson,Andy Reid,2003_16_SF_PHI
2003,16,Home,PHI,SF,28-31,7,Andy Reid,Dennis Erickson,2003_16_SF_PHI
2003,16,Away,ARI,SEA,10-28,-15.5,Dave McGinnis,Mike Holmgren,2003_16_ARI_SEA
2003,16,Home,SEA,ARI,28-10,15.5,Mike Holmgren,Dave McGinnis,2003_16_ARI_SEA
2003,16,Away,DEN,IND,31-17,-6.5,Mike Shanahan,Tony Dungy,2003_16_DEN_IND
2003,16,Home,IND,DEN,17-31,6.5,Tony Dungy,Mike Shanahan,2003_16_DEN_IND
2003,16,Away,GB,LV,41-7,5.5,Mike Sherman,Bill Callahan,2003_16_GB_OAK
2003,16,Home,LV,GB,7-41,-5.5,Bill Callahan,Mike Sherman,2003_16_GB_OAK
2003,17,Away,BUF,NE,0-31,-9.5,Gregg Williams,Bill Belichick,2003_17_BUF_NE
2003,17,Home,NE,BUF,31-0,9.5,Bill Belichick,Gregg Williams,2003_17_BUF_NE
2003,17,Away,SEA,SF,24-17,-2.5,Mike Holmgren,Dennis Erickson,2003_17_SEA_SF
2003,17,Home,SF,SEA,17-24,2.5,Dennis Erickson,Mike Holmgren,2003_17_SEA_SF
2003,17,Away,PHI,WAS,31-7,9,Andy Reid,Steve Spurrier,2003_17_PHI_WAS
2003,17,Home,WAS,PHI,7-31,-9,Steve Spurrier,Andy Reid,2003_17_PHI_WAS
2003,17,Away,CHI,KC,3-31,-7.5,Dick Jauron,Dick Vermeil,2003_17_CHI_KC
2003,17,Home,KC,CHI,31-3,7.5,Dick Vermeil,Dick Jauron,2003_17_CHI_KC
2003,17,Away,CLE,CIN,22-14,-8.5,Butch Davis,Marvin Lewis,2003_17_CLE_CIN
2003,17,Home,CIN,CLE,14-22,8.5,Marvin Lewis,Butch Davis,2003_17_CLE_CIN
2003,17,Away,DAL,NO,7-13,1,Bill Parcells,Jim Haslett,2003_17_DAL_NO
2003,17,Home,NO,DAL,13-7,-1,Jim Haslett,Bill Parcells,2003_17_DAL_NO
2003,17,Away,IND,HOU,20-17,9,Tony Dungy,Dom Capers,2003_17_IND_HOU
2003,17,Home,HOU,IND,17-20,-9,Dom Capers,Tony Dungy,2003_17_IND_HOU
2003,17,Away,JAX,ATL,14-21,-2.5,Jack Del Rio,Wade Phillips,2003_17_JAX_ATL
2003,17,Home,ATL,JAX,21-14,2.5,Wade Phillips,Jack Del Rio,2003_17_JAX_ATL
2003,17,Away,LA,DET,20-30,12,Mike Martz,Steve Mariucci,2003_17_STL_DET
2003,17,Home,DET,LA,30-20,-12,Steve Mariucci,Mike Martz,2003_17_STL_DET
2003,17,Away,NYJ,MIA,21-23,-3.5,Herm Edwards,Dave Wannstedt,2003_17_NYJ_MIA
2003,17,Home,MIA,NYJ,23-21,3.5,Dave Wannstedt,Herm Edwards,2003_17_NYJ_MIA
2003,17,Away,TB,TEN,13-33,-4,Jon Gruden,Jeff Fisher,2003_17_TB_TEN
2003,17,Home,TEN,TB,33-13,4,Jeff Fisher,Jon Gruden,2003_17_TB_TEN
2003,17,Away,CAR,NYG,37-24,4.5,John Fox,Jim Fassel,2003_17_CAR_NYG
2003,17,Home,NYG,CAR,24-37,-4.5,Jim Fassel,John Fox,2003_17_CAR_NYG
2003,17,Away,MIN,ARI,17-18,7.5,Mike Tice,Dave McGinnis,2003_17_MIN_ARI
2003,17,Home,ARI,MIN,18-17,-7.5,Dave McGinnis,Mike Tice,2003_17_MIN_ARI
2003,17,Away,DEN,GB,3-31,-10,Mike Shanahan,Mike Sherman,2003_17_DEN_GB
2003,17,Home,GB,DEN,31-3,10,Mike Sherman,Mike Shanahan,2003_17_DEN_GB
2003,17,Away,LV,LAC,14-21,-6,Bill Callahan,Marty Schottenheimer,2003_17_OAK_SD
2003,17,Home,LAC,LV,21-14,6,Marty Schottenheimer,Bill Callahan,2003_17_OAK_SD
2003,17,Away,PIT,BAL,10-13,-6,Bill Cowher,Brian Billick,2003_17_PIT_BAL
2003,17,Home,BAL,PIT,13-10,6,Brian Billick,Bill Cowher,2003_17_PIT_BAL
2003,18,Away,TEN,BAL,20-17,1,Jeff Fisher,Brian Billick,2003_18_TEN_BAL
2003,18,Home,BAL,TEN,17-20,-1,Brian Billick,Jeff Fisher,2003_18_TEN_BAL
2003,18,Away,DAL,CAR,10-29,-3,Bill Parcells,John Fox,2003_18_DAL_CAR
2003,18,Home,CAR,DAL,29-10,3,John Fox,Bill Parcells,2003_18_DAL_CAR
2003,18,Away,SEA,GB,27-33,-7.5,Mike Holmgren,Mike Sherman,2003_18_SEA_GB
2003,18,Home,GB,SEA,33-27,7.5,Mike Sherman,Mike Holmgren,2003_18_SEA_GB
2003,18,Away,DEN,IND,10-41,-3,Mike Shanahan,Tony Dungy,2003_18_DEN_IND
2003,18,Home,IND,DEN,41-10,3,Tony Dungy,Mike Shanahan,2003_18_DEN_IND
2003,19,Away,CAR,LA,29-23,-7,John Fox,Mike Martz,2003_19_CAR_STL
2003,19,Home,LA,CAR,23-29,7,Mike Martz,John Fox,2003_19_CAR_STL
2003,19,Away,TEN,NE,14-17,-6,Jeff Fisher,Bill Belichick,2003_19_TEN_NE
2003,19,Home,NE,TEN,17-14,6,Bill Belichick,Jeff Fisher,2003_19_TEN_NE
2003,19,Away,IND,KC,38-31,-3,Tony Dungy,Dick Vermeil,2003_19_IND_KC
2003,19,Home,KC,IND,31-38,3,Dick Vermeil,Tony Dungy,2003_19_IND_KC
2003,19,Away,GB,PHI,17-20,-4,Mike Sherman,Andy Reid,2003_19_GB_PHI
2003,19,Home,PHI,GB,20-17,4,Andy Reid,Mike Sherman,2003_19_GB_PHI
2003,20,Away,IND,NE,14-24,-3.5,Tony Dungy,Bill Belichick,2003_20_IND_NE
2003,20,Home,NE,IND,24-14,3.5,Bill Belichick,Tony Dungy,2003_20_IND_NE
2003,20,Away,CAR,PHI,14-3,-4,John Fox,Andy Reid,2003_20_CAR_PHI
2003,20,Home,PHI,CAR,3-14,4,Andy Reid,John Fox,2003_20_CAR_PHI
2003,21,Neutral,CAR,NE,29-32,-7,John Fox,Bill Belichick,2003_21_CAR_NE
2003,21,Neutral,NE,CAR,32-29,7,Bill Belichick,John Fox,2003_21_CAR_NE
2004,1,Away,IND,NE,24-27,-3,Tony Dungy,Bill Belichick,2004_01_IND_NE
2004,1,Home,NE,IND,27-24,3,Bill Belichick,Tony Dungy,2004_01_IND_NE
2004,1,Away,TEN,MIA,17-7,3,Jeff Fisher,Dave Wannstedt,2004_01_TEN_MIA
2004,1,Home,MIA,TEN,7-17,-3,Dave Wannstedt,Jeff Fisher,2004_01_TEN_MIA
2004,1,Away,JAX,BUF,13-10,-3,Jack Del Rio,Mike Mularkey,2004_01_JAX_BUF
2004,1,Home,BUF,JAX,10-13,3,Mike Mularkey,Jack Del Rio,2004_01_JAX_BUF
2004,1,Away,DET,CHI,20-16,-1.5,Steve Mariucci,Lovie Smith,2004_01_DET_CHI
2004,1,Home,CHI,DET,16-20,1.5,Lovie Smith,Steve Mariucci,2004_01_DET_CHI
2004,1,Away,BAL,CLE,3-20,3.5,Brian Billick,Butch Davis,2004_01_BAL_CLE
2004,1,Home,CLE,BAL,20-3,-3.5,Butch Davis,Brian Billick,2004_01_BAL_CLE
2004,1,Away,LAC,HOU,27-20,-4.5,Marty Schottenheimer,Dom Capers,2004_01_SD_HOU
2004,1,Home,HOU,LAC,20-27,4.5,Dom Capers,Marty Schottenheimer,2004_01_SD_HOU
2004,1,Away,SEA,NO,21-7,2.5,Mike Holmgren,Jim Haslett,2004_01_SEA_NO
2004,1,Home,NO,SEA,7-21,-2.5,Jim Haslett,Mike Holmgren,2004_01_SEA_NO
2004,1,Away,CIN,NYJ,24-31,-5.5,Marvin Lewis,Herm Edwards,2004_01_CIN_NYJ
2004,1,Home,NYJ,CIN,31-24,5.5,Herm Edwards,Marvin Lewis,2004_01_CIN_NYJ
2004,1,Away,LV,PIT,21-24,-3.5,Norv Turner,Bill Cowher,2004_01_OAK_PIT
2004,1,Home,PIT,LV,24-21,3.5,Bill Cowher,Norv Turner,2004_01_OAK_PIT
2004,1,Away,ARI,LA,10-17,-11,Dennis Green,Mike Martz,2004_01_ARI_STL
2004,1,Home,LA,ARI,17-10,11,Mike Martz,Dennis Green,2004_01_ARI_STL
2004,1,Away,TB,WAS,10-16,-2.5,Jon Gruden,Joe Gibbs,2004_01_TB_WAS
2004,1,Home,WAS,TB,16-10,2.5,Joe Gibbs,Jon Gruden,2004_01_TB_WAS
2004,1,Away,DAL,MIN,17-35,-6.5,Bill Parcells,Mike Tice,2004_01_DAL_MIN
2004,1,Home,MIN,DAL,35-17,6.5,Mike Tice,Bill Parcells,2004_01_DAL_MIN
2004,1,Away,NYG,PHI,17-31,-9.5,Tom Coughlin,Andy Reid,2004_01_NYG_PHI
2004,1,Home,PHI,NYG,31-17,9.5,Andy Reid,Tom Coughlin,2004_01_NYG_PHI
2004,1,Away,ATL,SF,21-19,3,Jim Mora,Dennis Erickson,2004_01_ATL_SF
2004,1,Home,SF,ATL,19-21,-3,Dennis Erickson,Jim Mora,2004_01_ATL_SF
2004,1,Away,KC,DEN,24-34,-3,Dick Vermeil,Mike Shanahan,2004_01_KC_DEN
2004,1,Home,DEN,KC,34-24,3,Mike Shanahan,Dick Vermeil,2004_01_KC_DEN
2004,1,Away,GB,CAR,24-14,-3,Mike Sherman,John Fox,2004_01_GB_CAR
2004,1,Home,CAR,GB,14-24,3,John Fox,Mike Sherman,2004_01_GB_CAR
2004,2,Away,LA,ATL,17-34,-2,Mike Martz,Jim Mora,2004_02_STL_ATL
2004,2,Home,ATL,LA,34-17,2,Jim Mora,Mike Martz,2004_02_STL_ATL
2004,2,Away,PIT,BAL,13-30,-4,Bill Cowher,Brian Billick,2004_02_PIT_BAL
2004,2,Home,BAL,PIT,30-13,4,Brian Billick,Bill Cowher,2004_02_PIT_BAL
2004,2,Away,HOU,DET,16-28,-3,Dom Capers,Steve Mariucci,2004_02_HOU_DET
2004,2,Home,DET,HOU,28-16,3,Steve Mariucci,Dom Capers,2004_02_HOU_DET
2004,2,Away,CHI,GB,21-10,-9,Lovie Smith,Mike Sherman,2004_02_CHI_GB
2004,2,Home,GB,CHI,10-21,9,Mike Sherman,Lovie Smith,2004_02_CHI_GB
2004,2,Away,DEN,JAX,6-7,3,Mike Shanahan,Jack Del Rio,2004_02_DEN_JAX
2004,2,Home,JAX,DEN,7-6,-3,Jack Del Rio,Mike Shanahan,2004_02_DEN_JAX
2004,2,Away,CAR,KC,28-17,-7,John Fox,Dick Vermeil,2004_02_CAR_KC
2004,2,Home,KC,CAR,17-28,7,Dick Vermeil,John Fox,2004_02_CAR_KC
2004,2,Away,SF,NO,27-30,-7.5,Dennis Erickson,Jim Haslett,2004_02_SF_NO
2004,2,Home,NO,SF,30-27,7.5,Jim Haslett,Dennis Erickson,2004_02_SF_NO
2004,2,Away,WAS,NYG,14-20,3,Joe Gibbs,Tom Coughlin,2004_02_WAS_NYG
2004,2,Home,NYG,WAS,20-14,-3,Tom Coughlin,Joe Gibbs,2004_02_WAS_NYG
2004,2,Away,IND,TEN,31-17,1.5,Tony Dungy,Jeff Fisher,2004_02_IND_TEN
2004,2,Home,TEN,IND,17-31,-1.5,Jeff Fisher,Tony Dungy,2004_02_IND_TEN
2004,2,Away,SEA,TB,10-6,3,Mike Holmgren,Jon Gruden,2004_02_SEA_TB
2004,2,Home,TB,SEA,6-10,-3,Jon Gruden,Mike Holmgren,2004_02_SEA_TB
2004,2,Away,NE,ARI,23-12,8,Bill Belichick,Dennis Green,2004_02_NE_ARI
2004,2,Home,ARI,NE,12-23,-8,Dennis Green,Bill Belichick,2004_02_NE_ARI
2004,2,Away,CLE,DAL,12-19,-4.5,Butch Davis,Bill Parcells,2004_02_CLE_DAL
2004,2,Home,DAL,CLE,19-12,4.5,Bill Parcells,Butch Davis,2004_02_CLE_DAL
2004,2,Away,BUF,LV,10-13,-3.5,Mike Mularkey,Norv Turner,2004_02_BUF_OAK
2004,2,Home,LV,BUF,13-10,3.5,Norv Turner,Mike Mularkey,2004_02_BUF_OAK
2004,2,Away,NYJ,LAC,34-28,3,Herm Edwards,Marty Schottenheimer,2004_02_NYJ_SD
2004,2,Home,LAC,NYJ,28-34,-3,Marty Schottenheimer,Herm Edwards,2004_02_NYJ_SD
2004,2,Away,MIA,CIN,13-16,-5.5,Dave Wannstedt,Marvin Lewis,2004_02_MIA_CIN
2004,2,Home,CIN,MIA,16-13,5.5,Marvin Lewis,Dave Wannstedt,2004_02_MIA_CIN
2004,2,Away,MIN,PHI,16-27,-3,Mike Tice,Andy Reid,2004_02_MIN_PHI
2004,2,Home,PHI,MIN,27-16,3,Andy Reid,Mike Tice,2004_02_MIN_PHI
2004,3,Away,ARI,ATL,3-6,-11,Dennis Green,Jim Mora,2004_03_ARI_ATL
2004,3,Home,ATL,ARI,6-3,11,Jim Mora,Dennis Green,2004_03_ARI_ATL
2004,3,Away,BAL,CIN,23-9,1.5,Brian Billick,Marvin Lewis,2004_03_BAL_CIN
2004,3,Home,CIN,BAL,9-23,-1.5,Marvin Lewis,Brian Billick,2004_03_BAL_CIN
2004,3,Away,PHI,DET,30-13,4.5,Andy Reid,Steve Mariucci,2004_03_PHI_DET
2004,3,Home,DET,PHI,13-30,-4.5,Steve Mariucci,Andy Reid,2004_03_PHI_DET
2004,3,Away,HOU,KC,24-21,-7.5,Dom Capers,Dick Vermeil,2004_03_HOU_KC
2004,3,Home,KC,HOU,21-24,7.5,Dick Vermeil,Dom Capers,2004_03_HOU_KC
2004,3,Away,CHI,MIN,22-27,-12,Lovie Smith,Mike Tice,2004_03_CHI_MIN
2004,3,Home,MIN,CHI,27-22,12,Mike Tice,Lovie Smith,2004_03_CHI_MIN
2004,3,Away,CLE,NYG,10-27,-3,Butch Davis,Tom Coughlin,2004_03_CLE_NYG
2004,3,Home,NYG,CLE,27-10,3,Tom Coughlin,Butch Davis,2004_03_CLE_NYG
2004,3,Away,NO,LA,28-25,-6,Jim Haslett,Mike Martz,2004_03_NO_STL
2004,3,Home,LA,NO,25-28,6,Mike Martz,Jim Haslett,2004_03_NO_STL
2004,3,Away,JAX,TEN,15-12,-6,Jack Del Rio,Jeff Fisher,2004_03_JAX_TEN
2004,3,Home,TEN,JAX,12-15,6,Jeff Fisher,Jack Del Rio,2004_03_JAX_TEN
2004,3,Away,LAC,DEN,13-23,-9.5,Marty Schottenheimer,Mike Shanahan,2004_03_SD_DEN
2004,3,Home,DEN,LAC,23-13,9.5,Mike Shanahan,Marty Schottenheimer,2004_03_SD_DEN
2004,3,Away,GB,IND,31-45,-6,Mike Sherman,Tony Dungy,2004_03_GB_IND
2004,3,Home,IND,GB,45-31,6,Tony Dungy,Mike Sherman,2004_03_GB_IND
2004,3,Away,SF,SEA,0-34,-10,Dennis Erickson,Mike Holmgren,2004_03_SF_SEA
2004,3,Home,SEA,SF,34-0,10,Mike Holmgren,Dennis Erickson,2004_03_SF_SEA
